I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-14, -43, -29, 29, 7, -36, 39, 92, 53, -14, -53, -4, 
-14, -39, -24, 26, 4, -31, 43, 102, 68, -14, -48, 0, 
-14, -29, -14, 21, 0, -21, 53, 107, 73, -14, -48, 0, 
-14, -29, -14, 21, 0, -21, 58, 107, 73, -9, -48, 0, 
-4, -39, -34, 21, 14, -36, 58, 102, 68, -19, -39, -9, 
-4, -39, -34, 21, 14, -36, 58, 102, 63, -19, -43, -14, 
-4, -34, -29, 19, 12, -31, 53, 102, 63, -19, -43, -14, 
-4, -34, -29, 19, 12, -31, 53, 102, 63, -14, -39, -14, 
-4, -29, -24, 17, 9, -26, 63, 112, 73, -24, -39, -4, 
-4, -29, -24, 17, 9, -26, 63, 117, 73, -24, -39, -4, 
0, -29, -29, 14, 14, -29, 63, 117, 73, -24, -39, 0, 
0, -29, -29, 14, 14, -29, 68, 117, 78, -24, -39, 4, 
-9, -39, -29, 24, 9, -34, 68, 117, 78, -24, -34, 14, 
-9, -34, -24, 21, 7, -29, 63, 117, 78, -24, -34, 4, 
-9, -34, -24, 21, 7, -29, 63, 117, 78, -19, -29, 4, 
-14, -34, -19, 24, 2, -26, 63, 117, 78, -19, -24, 4, 
-24, -24, 0, 24, -12, -12, 63, 117, 73, -4, -14, 14, 
-19, -24, -4, 21, -7, -14, 63, 117, 73, -4, -14, 14, 
-19, -24, -4, 21, -7, -14, 63, 117, 73, 0, -9, 14, 
-19, -24, -4, 21, -7, -14, 73, 122, 73, 4, -9, 14, 
-19, -24, -4, 21, -7, -14, 63, 112, 73, -9, -4, 14, 
-19, -24, -4, 21, -7, -14, 63, 112, 73, -14, -4, 4, 
-19, -24, -4, 21, -7, -14, 63, 112, 68, -19, -4, 4, 
-19, -24, -4, 21, -7, -14, 63, 112, 68, -24, -4, 4, 
-9, -34, -24, 21, 7, -29, 63, 112, 73, -19, -4, 4, 
-9, -34, -24, 21, 7, -29, 63, 112, 73, -14, -9, 0, 
-9, -34, -24, 21, 7, -29, 63, 112, 73, -9, -9, -4, 
-9, -34, -24, 21, 7, -29, 68, 112, 73, 4, -9, -9, 
-9, -29, -19, 19, 4, -24, 68, 122, 78, -4, -19, -19, 
-9, -19, -9, 14, 0, -14, 68, 122, 78, -9, -29, -19, 
-14, -14, 0, 14, -7, -7, 68, 126, 78, -9, -39, -19, 
-14, -9, 4, 12, -9, -2, 68, 126, 78, -9, -48, -19, 
-4, -19, -14, 12, 4, -17, 78, 126, 87, -14, -53, -14, 
-4, -19, -14, 12, 4, -17, 73, 126, 87, -14, -53, -14, 
0, -19, -19, 9, 9, -19, 73, 126, 87, -14, -53, -9, 
0, -19, -19, 9, 9, -19, 78, 126, 87, -14, -48, -9, 
-4, -19, -14, 12, 4, -17, 78, 126, 87, -19, -48, -9, 
-9, -24, -14, 17, 2, -19, 82, 126, 92, -24, -48, -9, 
-14, -24, -9, 19, -2, -17, 82, 126, 92, -29, -48, -9, 
-19, -24, -4, 21, -7, -14, 82, 126, 92, -34, -48, -9, 
-9, -24, -14, 17, 2, -19, 73, 126, 82, -19, -34, -9, 
-9, -24, -14, 17, 2, -19, 73, 126, 78, -14, -29, -9, 
-9, -24, -14, 17, 2, -19, 73, 126, 78, -9, -24, -9, 
-14, -24, -9, 19, -2, -17, 73, 131, 78, -4, -19, -9, 
-4, -24, -19, 14, 7, -21, 82, 131, 87, 14, -9, -9, 
-4, -24, -19, 14, 7, -21, 82, 141, 102, 4, -9, -9, 
-4, -14, -9, 9, 2, -12, 87, 141, 107, 9, -9, -9, 
0, -14, -14, 7, 7, -14, 92, 165, 126, 4, -9, -19, 
4, -9, -14, 2, 9, -12, 97, 209, 141, 4, -19, -9, 
4, 0, -4, -2, 4, -2, 102, 278, 175, 9, -14, 0, 
14, 9, -4, -12, 9, 2, 131, 395, 244, 9, -9, 9, 
43, 29, -14, -36, 29, 7, 185, 561, 341, 14, -14, 19, 
68, 43, -24, -56, 46, 9, 234, 722, 458, 34, 0, 29, 
92, 58, -34, -75, 63, 12, 248, 800, 527, 63, 29, 48, 
102, 63, -39, -82, 70, 12, 258, 771, 541, 78, 48, 53, 
102, 53, -48, -78, 75, 2, 287, 688, 507, 68, 39, 43, 
82, 48, -34, -65, 58, 7, 322, 561, 453, 63, 34, 39, 
58, 34, -24, -46, 41, 4, 322, 258, 312, 53, 39, 39, 
19, -4, -24, -7, 21, -14, 312, -170, 92, 43, 9, 9, 
0, -39, -39, 19, 19, -39, 302, -556, -87, 43, -9, -14, 
-19, -73, -53, 46, 17, -63, 273, -868, -268, 34, -24, -19, 
-39, -92, -53, 65, 7, -73, 170, -1185, -488, 9, -29, -29, 
-53, -102, -48, 78, -2, -75, 87, -1488, -688, -29, -53, -48, 
-87, -107, -19, 97, -34, -63, 73, -1717, -829, -58, -68, -68, 
-117, -107, 9, 112, -63, -48, 92, -1927, -985, -82, -73, -73, 
-136, -102, 34, 119, -85, -34, 24, -2166, -1195, -102, -78, -63, 
-146, -78, 68, 112, -107, -4, -112, -2444, -1449, -112, -87, -43, 
-185, -73, 112, 129, -148, 19, -248, -2708, -1673, -126, -92, -39, 
-204, -63, 141, 134, -173, 39, -419, -2928, -1873, -136, -92, -29, 
-204, -19, 185, 112, -195, 82, -639, -3108, -2044, -146, -68, -9, 
-161, 39, 200, 61, -180, 119, -912, -3294, -2235, -126, -48, 19, 
-92, 112, 204, -9, -148, 158, -1229, -3474, -2425, -126, -24, 48, 
0, 165, 165, -82, -82, 165, -1537, -3611, -2615, -126, 0, 102, 
102, 229, 126, -165, -12, 178, -1786, -3645, -2713, -136, 19, 141, 
185, 283, 97, -234, 43, 190, -1873, -3523, -2698, -126, 43, 165, 
224, 331, 107, -278, 58, 219, -1854, -3328, -2591, -97, 58, 195, 
287, 395, 107, -341, 90, 251, -1830, -3123, -2483, -58, 97, 253, 
375, 483, 107, -429, 134, 295, -1800, -2942, -2376, -14, 156, 322, 
429, 575, 146, -502, 141, 361, -1747, -2776, -2254, 48, 234, 385, 
478, 649, 170, -563, 153, 409, -1698, -2625, -2156, 112, 312, 448, 
517, 702, 185, -610, 165, 444, -1683, -2493, -2078, 151, 361, 497, 
502, 717, 214, -610, 143, 466, -1634, -2386, -2010, 136, 361, 522, 
458, 697, 239, -578, 109, 468, -1556, -2288, -1956, 107, 361, 527, 
375, 683, 307, -529, 34, 495, -1478, -2186, -1888, 107, 361, 536, 
268, 663, 395, -466, -63, 529, -1381, -2039, -1786, 117, 361, 566, 
170, 629, 458, -400, -143, 544, -1244, -1849, -1629, 131, 351, 575, 
102, 595, 492, -348, -195, 544, -1112, -1639, -1444, 141, 366, 575, 
68, 590, 522, -329, -226, 556, -995, -1449, -1268, 151, 375, 585, 
39, 566, 527, -302, -244, 546, -883, -1293, -1122, 141, 361, 566, 
9, 527, 517, -268, -253, 522, -771, -1132, -971, 131, 336, 517, 
-24, 488, 512, -231, -268, 500, -673, -980, -844, 126, 312, 453, 
-53, 448, 502, -197, -278, 475, -595, -868, -736, 126, 283, 400, 
-68, 405, 473, -168, -270, 439, -512, -741, -634, 131, 253, 366, 
-68, 336, 405, -134, -236, 370, -414, -595, -512, 126, 229, 326, 
-58, 302, 361, -122, -209, 331, -341, -492, -429, 112, 204, 287, 
-48, 278, 326, -114, -187, 302, -292, -409, -366, 87, 190, 244, 
-58, 253, 312, -97, -185, 283, -229, -317, -278, 92, 170, 214, 
-68, 209, 278, -70, -173, 244, -175, -219, -195, 92, 141, 175, 
-78, 190, 268, -56, -173, 229, -131, -161, -146, 68, 122, 156, 
-73, 161, 234, -43, -153, 197, -97, -102, -92, 43, 107, 141, 
-63, 122, 185, -29, -124, 153, -48, -24, -29, 34, 82, 117, 
-48, 87, 136, -19, -92, 112, -9, 39, 14, 29, 58, 87, 
-39, 63, 102, -12, -70, 82, 19, 87, 58, 34, 24, 58, 
-29, 39, 68, -4, -48, 53, 48, 131, 97, 29, -4, 34, 
-24, 4, 29, 9, -26, 17, 73, 180, 136, 29, -24, 14, 
-19, -24, -4, 21, -7, -14, 97, 204, 161, 4, -43, -14, 
-14, -43, -29, 29, 7, -36, 102, 229, 165, -9, -39, -29, 
-9, -48, -39, 29, 14, -43, 102, 234, 170, -9, -39, -29, 
-9, -58, -48, 34, 19, -53, 97, 229, 161, -4, -43, -43, 
-14, -53, -39, 34, 12, -46, 97, 234, 161, -14, -43, -53, 
-14, -53, -39, 34, 12, -46, 107, 239, 170, -14, -48, -53, 
-14, -53, -39, 34, 12, -46, 107, 248, 175, -19, -53, -53, 
-14, -53, -39, 34, 12, -46, 107, 253, 175, -19, -53, -53, 
-24, -68, -43, 46, 9, -56, 122, 258, 180, -24, -53, -43, 
-24, -73, -48, 48, 12, -61, 122, 258, 190, -29, -63, -43, 
-24, -73, -48, 48, 12, -61, 122, 258, 190, -43, -63, -43, 
-24, -73, -48, 48, 12, -61, 126, 258, 190, -48, -63, -48, 
-24, -68, -43, 46, 9, -56, 117, 248, 190, -39, -58, -48, 
-24, -73, -48, 48, 12, -61, 122, 253, 190, -34, -53, -43, 
-34, -78, -43, 56, 4, -61, 122, 258, 190, -34, -43, -43, 
-34, -78, -43, 56, 4, -61, 122, 258, 190, -29, -39, -39, 
-34, -78, -43, 56, 4, -61, 122, 258, 190, -29, -63, -43, 
-34, -82, -48, 58, 7, -65, 122, 258, 190, -29, -68, -53, 
-34, -82, -48, 58, 7, -65, 122, 253, 190, -34, -73, -58, 
-34, -82, -48, 58, 7, -65, 122, 253, 190, -34, -82, -63, 
-34, -87, -53, 61, 9, -70, 122, 268, 190, -34, -68, -53, 
-29, -92, -63, 61, 17, -78, 122, 268, 190, -34, -63, -53, 
-29, -97, -68, 63, 19, -82, 122, 268, 190, -34, -58, -53, 
-29, -102, -73, 65, 21, -87, 126, 268, 200, -34, -53, -48, 
-39, -102, -63, 70, 12, -82, 136, 263, 190, -24, -43, -48, 
-39, -97, -58, 68, 9, -78, 131, 263, 190, -19, -43, -48, 
-43, -92, -48, 68, 2, -70, 131, 263, 190, -9, -43, -48, 
-43, -87, -43, 65, 0, -65, 126, 263, 190, -4, -39, -53, 
-39, -92, -53, 65, 7, -73, 117, 263, 190, -4, -39, -63, 
-34, -92, -58, 63, 12, -75, 117, 263, 190, -9, -39, -63, 
-39, -92, -53, 65, 7, -73, 122, 268, 195, -9, -34, -58, 
-34, -92, -58, 63, 12, -75, 122, 268, 200, -4, -29, -58, 
-48, -92, -43, 70, -2, -68, 122, 283, 200, -4, -34, -58, 
-53, -102, -48, 78, -2, -75, 122, 283, 200, -4, -43, -63, 
-58, -107, -48, 82, -4, -78, 117, 287, 204, -4, -48, -63, 
-58, -107, -48, 82, -4, -78, 117, 287, 204, -4, -53, -68, 
-53, -97, -43, 75, -4, -70, 117, 278, 204, -14, -68, -68, 
-48, -97, -48, 73, 0, -73, 117, 283, 204, -24, -73, -68, 
-39, -97, -58, 68, 9, -78, 117, 287, 204, -34, -73, -63, 
-34, -92, -58, 63, 12, -75, 117, 287, 209, -43, -73, -63, 
-19, -102, -82, 61, 31, -92, 107, 287, 209, -34, -58, -48, 
-19, -97, -78, 58, 29, -87, 107, 287, 209, -29, -43, -43, 
-29, -97, -68, 63, 19, -82, 107, 292, 214, -19, -34, -34, 
-29, -97, -68, 63, 19, -82, 107, 297, 214, -14, -24, -29, 
-43, -97, -53, 70, 4, -75, 117, 287, 219, -24, -39, -34, 
-43, -97, -53, 70, 4, -75, 117, 292, 224, -24, -39, -34, 
-43, -97, -53, 70, 4, -75, 117, 292, 224, -24, -29, -39, 
-43, -97, -53, 70, 4, -75, 122, 302, 234, -14, -24, -48, 
-43, -78, -34, 61, -4, -56, 117, 307, 239, 4, -34, -39, 
-43, -73, -29, 58, -7, -51, 117, 312, 244, 4, -39, -34, 
-53, -73, -19, 63, -17, -46, 117, 312, 244, 4, -39, -34, 
-58, -82, -24, 70, -17, -53, 117, 312, 244, 4, -39, -34, 
-58, -82, -24, 70, -17, -53, 112, 307, 244, 14, -24, -34, 
-53, -82, -29, 68, -12, -56, 112, 312, 248, 14, -14, -34, 
-48, -73, -24, 61, -12, -48, 112, 322, 253, 9, -9, -34, 
-48, -73, -24, 61, -12, -48, 112, 326, 263, 9, -4, -34, 
-58, -82, -24, 70, -17, -53, 112, 341, 268, 0, -14, -43, 
-53, -78, -24, 65, -14, -51, 112, 351, 278, 9, -19, -39, 
-43, -68, -24, 56, -9, -46, 112, 361, 292, 24, -19, -39, 
-39, -63, -24, 51, -7, -43, 122, 375, 307, 29, -24, -39, 
-29, -48, -19, 39, -4, -34, 126, 385, 307, 29, -24, -39, 
-29, -48, -19, 39, -4, -34, 131, 400, 322, 34, -24, -39, 
-29, -48, -19, 39, -4, -34, 141, 419, 336, 34, -24, -43, 
-24, -43, -19, 34, -2, -31, 151, 439, 356, 34, -24, -43, 
-24, -43, -19, 34, -2, -31, 161, 444, 361, 43, -14, -53, 
-19, -43, -24, 31, 2, -34, 161, 463, 370, 43, -14, -53, 
-19, -39, -19, 29, 0, -29, 175, 473, 380, 43, -14, -53, 
-29, -39, -9, 34, -9, -24, 175, 488, 400, 43, -14, -53, 
-19, -39, -19, 29, 0, -29, 180, 497, 400, 43, -24, -48, 
-19, -34, -14, 26, -2, -24, 175, 512, 409, 43, -24, -43, 
-14, -29, -14, 21, 0, -21, 185, 527, 424, 43, -24, -39, 
-14, -24, -9, 19, -2, -17, 185, 541, 434, 43, -24, -34, 
-19, -34, -14, 26, -2, -24, 200, 556, 458, 58, -14, -24, 
-19, -34, -14, 26, -2, -24, 214, 575, 473, 58, -4, -19, 
-24, -34, -9, 29, -7, -21, 224, 600, 488, 58, 4, -14, 
-24, -39, -14, 31, -4, -26, 229, 610, 497, 58, 9, -9, 
-24, -29, -4, 26, -9, -17, 229, 634, 522, 68, 9, -19, 
-24, -29, -4, 26, -9, -17, 239, 649, 531, 68, 9, -19, 
-24, -34, -9, 29, -7, -21, 244, 663, 546, 68, 9, -19, 
-24, -34, -9, 29, -7, -21, 253, 673, 561, 63, 9, -19, 
-14, -34, -19, 24, 2, -26, 263, 697, 566, 48, 9, -19, 
-14, -34, -19, 24, 2, -26, 268, 712, 585, 58, 14, -19, 
-14, -34, -19, 24, 2, -26, 278, 727, 595, 53, 19, -19, 
-19, -34, -14, 26, -2, -24, 283, 736, 600, 43, 19, -19, 
-29, -34, -4, 31, -12, -19, 287, 746, 610, 53, 14, -14, 
-29, -39, -9, 34, -9, -24, 297, 751, 619, 53, 14, -14, 
-29, -39, -9, 34, -9, -24, 307, 761, 624, 53, 14, -14, 
-24, -39, -14, 31, -4, -26, 317, 766, 634, 53, 14, -14, 
-24, -24, 0, 24, -12, -12, 331, 775, 644, 68, 24, -19, 
-29, -24, 4, 26, -17, -9, 336, 780, 649, 73, 19, -24, 
-29, -24, 4, 26, -17, -9, 336, 780, 649, 78, 14, -29, 
-24, -24, 0, 24, -12, -12, 346, 785, 653, 82, 4, -29, 
-24, -24, 0, 24, -12, -12, 351, 795, 663, 82, 0, -34, 
-29, -24, 4, 26, -17, -9, 351, 795, 663, 82, -4, -43, 
-29, -24, 4, 26, -17, -9, 351, 795, 653, 78, -9, -48, 
-29, -24, 4, 26, -17, -9, 351, 795, 644, 78, -9, -53, 
-24, -14, 9, 19, -17, -2, 361, 800, 644, 68, -9, -53, 
-24, -14, 9, 19, -17, -2, 361, 795, 644, 68, -9, -48, 
-19, -14, 4, 17, -12, -4, 361, 780, 649, 78, -4, -48, 
-9, -9, 0, 9, -4, -4, 356, 756, 634, 78, -4, -48, 
-14, -4, 9, 9, -12, 2, 351, 741, 629, 73, 9, -39, 
-14, -9, 4, 12, -9, -2, 351, 727, 614, 73, 9, -34, 
-14, -14, 0, 14, -7, -7, 346, 717, 600, 73, 9, -29, 
-9, -19, -9, 14, 0, -14, 341, 697, 585, 68, 9, -29, 
-19, -4, 14, 12, -17, 4, 326, 673, 575, 78, 0, -29, 
-14, 0, 14, 7, -14, 7, 322, 644, 551, 78, 9, -29, 
-9, 4, 14, 2, -12, 9, 312, 614, 531, 78, 9, -29, 
-9, 9, 19, 0, -14, 14, 297, 590, 502, 73, 4, -29, 
-9, 0, 9, 4, -9, 4, 292, 561, 483, 73, 9, -19, 
-9, 4, 14, 2, -12, 9, 283, 527, 458, 73, 14, -14, 
-9, 4, 14, 2, -12, 9, 273, 497, 429, 73, 24, -14, 
0, 14, 14, -7, -7, 14, 258, 468, 405, 73, 34, -14, 
9, 19, 9, -14, 0, 14, 239, 429, 370, 58, 34, -4, 
9, 24, 14, -17, -2, 19, 219, 405, 346, 43, 29, 0, 
9, 29, 19, -19, -4, 24, 204, 375, 322, 29, 24, 9, 
9, 34, 24, -21, -7, 29, 190, 351, 302, 14, 24, 14, 
19, 34, 14, -26, 2, 24, 180, 322, 273, 34, 24, 14, 
19, 29, 9, -24, 4, 19, 170, 297, 258, 43, 24, 14, 
19, 24, 4, -21, 7, 14, 161, 273, 239, 53, 19, 14, 
14, 19, 4, -17, 4, 12, 156, 258, 224, 63, 14, 19, 
4, 29, 24, -17, -9, 26, 136, 234, 204, 68, 24, 14, 
9, 29, 19, -19, -4, 24, 131, 219, 190, 73, 29, 9, 
9, 29, 19, -19, -4, 24, 126, 204, 180, 78, 34, 4, 
9, 29, 19, -19, -4, 24, 117, 195, 170, 82, 39, 0, 
9, 39, 29, -24, -9, 34, 107, 180, 151, 73, 53, 14, 
9, 39, 29, -24, -9, 34, 107, 165, 141, 73, 58, 19, 
9, 34, 24, -21, -7, 29, 97, 156, 131, 68, 63, 24, 
4, 34, 29, -19, -12, 31, 97, 136, 126, 58, 68, 29, 
4, 24, 19, -14, -7, 21, 92, 131, 117, 43, 53, 34, 
4, 24, 19, -14, -7, 21, 92, 126, 112, 39, 53, 34, 
4, 24, 19, -14, -7, 21, 87, 122, 107, 39, 53, 34, 
4, 24, 19, -14, -7, 21, 82, 117, 107, 34, 48, 34, 
0, 24, 24, -12, -12, 24, 78, 117, 97, 48, 39, 29, 
0, 24, 24, -12, -12, 24, 73, 112, 87, 48, 39, 24, 
-4, 24, 29, -9, -17, 26, 73, 112, 87, 53, 34, 19, 
-4, 24, 29, -9, -17, 26, 78, 112, 87, 58, 34, 14, 
0, 24, 24, -12, -12, 24, 68, 107, 82, 68, 43, 9, 
0, 19, 19, -9, -9, 19, 63, 102, 82, 73, 43, 4, 
0, 19, 19, -9, -9, 19, 63, 97, 82, 73, 43, 0, 
-9, 24, 34, -7, -21, 29, 58, 97, 78, 73, 43, 0, 
0, 24, 24, -12, -12, 24, 58, 97, 87, 58, 48, 9, 
0, 24, 24, -12, -12, 24, 58, 97, 82, 53, 48, 4, 
0, 24, 24, -12, -12, 24, 58, 97, 82, 43, 48, 4, 
0, 29, 29, -14, -14, 29, 58, 97, 82, 29, 39, 4, 
0, 19, 19, -9, -9, 19, 58, 97, 73, 14, 34, 4, 
0, 19, 19, -9, -9, 19, 58, 92, 68, 14, 29, 4, 
0, 19, 19, -9, -9, 19, 63, 92, 68, 9, 24, 4, 
0, 19, 19, -9, -9, 19, 63, 97, 68, 9, 19, 4, 
0, 24, 24, -12, -12, 24, 53, 87, 68, 19, 9, 4, 
0, 14, 14, -7, -7, 14, 53, 87, 73, 29, 9, 4, 
0, 14, 14, -7, -7, 14, 53, 87, 73, 34, 9, 4, 
4, 14, 9, -9, -2, 12, 43, 92, 73, 39, 9, 4, 
9, 24, 14, -17, -2, 19, 43, 82, 68, 43, 14, 4, 
9, 19, 9, -14, 0, 14, 43, 82, 63, 48, 19, 4, 
9, 19, 9, -14, 0, 14, 43, 82, 58, 53, 24, 4, 
9, 14, 4, -12, 2, 9, 43, 82, 53, 58, 29, 4, 
4, 14, 9, -9, -2, 12, 43, 87, 63, 63, 43, 14, 
0, 9, 9, -4, -4, 9, 43, 92, 63, 63, 43, 14, 
-4, 9, 14, -2, -9, 12, 43, 102, 68, 63, 43, 19, 
-4, 14, 19, -4, -12, 17, 43, 107, 68, 63, 43, 19, 
4, 4, 0, -4, 2, 2, 39, 97, 68, 53, 43, 19, 
4, 4, 0, -4, 2, 2, 39, 97, 68, 39, 43, 19, 
4, 4, 0, -4, 2, 2, 39, 97, 73, 29, 43, 19, 
4, 4, 0, -4, 2, 2, 43, 97, 73, 19, 43, 19, 
19, 4, -14, -12, 17, -4, 43, 97, 63, 9, 39, 14, 
19, 0, -19, -9, 19, -9, 43, 107, 63, 4, 39, 14, 
19, 0, -19, -9, 19, -9, 43, 107, 63, 0, 39, 14, 
19, 0, -19, -9, 19, -9, 39, 107, 63, 0, 34, 14, 
19, 9, -9, -14, 14, 0, 29, 117, 63, 9, 14, 4, 
19, 9, -9, -14, 14, 0, 29, 117, 63, 9, 0, 0, 
24, 9, -14, -17, 19, -2, 29, 112, 63, 9, -9, -4, 
29, 9, -19, -19, 24, -4, 29, 107, 63, 9, -19, -4, 
29, 9, -19, -19, 24, -4, 39, 112, 73, 19, -4, 0, 
24, 4, -19, -14, 21, -7, 39, 112, 73, 19, 0, 0, 
19, 4, -14, -12, 17, -4, 39, 112, 73, 24, 4, 0, 
14, 0, -14, -7, 14, -7, 39, 112, 73, 24, 4, 0, 
4, -14, -19, 4, 12, -17, 48, 102, 68, 19, 14, -9, 
4, -19, -24, 7, 14, -21, 43, 102, 63, 14, 14, -19, 
4, -24, -29, 9, 17, -26, 39, 102, 58, 9, 14, -29, 
4, -24, -29, 9, 17, -26, 39, 102, 58, 4, 14, -34, 
4, -34, -39, 14, 21, -36, 43, 102, 58, -4, -4, -43, 
4, -29, -34, 12, 19, -31, 43, 102, 58, 0, -9, -43, 
4, -29, -34, 12, 19, -31, 39, 102, 58, 4, -19, -43, 
0, -29, -29, 14, 14, -29, 39, 102, 53, 4, -24, -43, 
-9, -34, -24, 21, 7, -29, 39, 102, 48, -4, -48, -43, 
-9, -43, -34, 26, 12, -39, 39, 97, 48, -14, -48, -43, 
-14, -53, -39, 34, 12, -46, 39, 97, 48, -19, -39, -43, 
-14, -58, -43, 36, 14, -51, 43, 102, 48, -19, -39, -43, 
-9, -48, -39, 29, 14, -43, 43, 112, 53, -19, -19, -34, 
-9, -48, -39, 29, 14, -43, 43, 112, 53, -14, -14, -29, 
-4, -48, -43, 26, 19, -46, 43, 112, 53, -14, -9, -24, 
-4, -48, -43, 26, 19, -46, 48, 112, 53, -14, -9, -24, 
-24, -48, -24, 36, 0, -36, 53, 112, 53, -19, -9, -34, 
-29, -48, -19, 39, -4, -34, 53, 112, 53, -14, -9, -34, 
-29, -53, -24, 41, -2, -39, 48, 112, 48, -9, -9, -34, 
-29, -63, -34, 46, 2, -48, 48, 112, 48, -4, -14, -34, 
-19, -43, -24, 31, 2, -34, 58, 117, 53, -14, -14, -34, 
-19, -53, -34, 36, 7, -43, 58, 122, 53, 0, -19, -43, 
-19, -53, -34, 36, 7, -43, 58, 112, 43, -9, -19, -39, 
-29, -48, -19, 39, -4, -34, 68, 117, 48, -29, -19, -39, 
-29, -53, -24, 41, -2, -39, 58, 126, 48, -19, -19, -48, 
-29, -58, -29, 43, 0, -43, 58, 126, 48, -19, -19, -48, 
-29, -63, -34, 46, 2, -48, 58, 126, 48, -19, -19, -48, 
-29, -68, -39, 48, 4, -53, 58, 126, 48, -19, -19, -48, 
-19, -78, -58, 48, 19, -68, 48, 117, 43, -29, -29, -48, 
-19, -78, -58, 48, 19, -68, 48, 117, 43, -29, -34, -48, 
-4, -73, -68, 39, 31, -70, 43, 117, 43, -29, -39, -48, 
-14, -73, -58, 43, 21, -65, 43, 117, 43, -29, -39, -48, 
-14, -63, -48, 39, 17, -56, 48, 117, 43, -39, -39, -39, 
-24, -63, -39, 43, 7, -51, 53, 117, 48, -43, -39, -39, 
-24, -63, -39, 43, 7, -51, 53, 117, 48, -53, -39, -39, 
-24, -63, -39, 43, 7, -51, 53, 112, 48, -58, -39, -39, 
-24, -63, -39, 43, 7, -51, 53, 112, 48, -39, -34, -34, 
-24, -58, -34, 41, 4, -46, 53, 112, 48, -24, -24, -29, 
-24, -43, -19, 34, -2, -31, 53, 112, 53, -14, -19, -24, 
-34, -43, -9, 39, -12, -26, 53, 107, 53, -9, -9, -19, 
-53, -53, 0, 53, -26, -26, 53, 97, 48, -19, -14, -34, 
-58, -53, 4, 56, -31, -24, 53, 97, 48, -19, -24, -39, 
-58, -53, 4, 56, -31, -24, 48, 92, 43, -19, -34, -43, 
-53, -48, 4, 51, -29, -21, 43, 92, 39, -24, -39, -48, 
-39, -48, -9, 43, -14, -29, 29, 92, 29, -34, -34, -43, 
-39, -48, -9, 43, -14, -29, 29, 92, 29, -39, -34, -39, 
-39, -48, -9, 43, -14, -29, 29, 92, 29, -43, -34, -34, 
-34, -43, -9, 39, -12, -26, 29, 92, 29, -48, -34, -24, 
-24, -39, -14, 31, -4, -26, 34, 107, 43, -43, -24, -29, 
-24, -34, -9, 29, -7, -21, 34, 107, 43, -39, -24, -29, 
-19, -34, -14, 26, -2, -24, 34, 107, 43, -29, -14, -29, 
-19, -34, -14, 26, -2, -24, 39, 107, 43, -24, -14, -29, 
-14, -24, -9, 19, -2, -17, 39, 112, 43, -9, -9, -24, 
-14, -19, -4, 17, -4, -12, 43, 122, 58, -4, 0, -19, 
-14, -9, 4, 12, -9, -2, 53, 126, 63, 0, 4, -19, 
-14, -9, 4, 12, -9, -2, 58, 126, 63, 9, 9, -19, 
-14, -19, -4, 17, -4, -12, 68, 131, 68, 9, 4, -29, 
-14, -19, -4, 17, -4, -12, 68, 131, 63, 9, -4, -34, 
-14, -14, 0, 14, -7, -7, 63, 131, 63, 9, -9, -34, 
-14, -14, 0, 14, -7, -7, 63, 131, 63, 14, -9, -34, 
-14, -9, 4, 12, -9, -2, 63, 131, 63, 9, -9, -24, 
-14, -9, 4, 12, -9, -2, 63, 136, 63, 4, -9, -24, 
-9, -9, 0, 9, -4, -4, 63, 136, 63, 0, -9, -19, 
-9, -9, 0, 9, -4, -4, 68, 136, 68, -4, -9, -14, 
-9, -9, 0, 9, -4, -4, 68, 136, 68, -14, -9, -24, 
-9, -4, 4, 7, -7, 0, 63, 136, 68, -14, -14, -34, 
-9, -4, 4, 7, -7, 0, 63, 136, 68, -9, -14, -34, 
-14, -4, 9, 9, -12, 2, 63, 136, 68, -9, -14, -34, 
-24, -14, 9, 19, -17, -2, 63, 136, 73, -24, -19, -24, 
-19, -14, 4, 17, -12, -4, 63, 136, 73, -34, -24, -24, 
-19, -14, 4, 17, -12, -4, 63, 136, 73, -39, -24, -24, 
-19, -14, 4, 17, -12, -4, 73, 141, 73, -43, -29, -24, 
-9, -14, -4, 12, -2, -9, 63, 131, 63, -29, -39, -24, 
-9, -14, -4, 12, -2, -9, 63, 131, 63, -24, -43, -34, 
-9, -14, -4, 12, -2, -9, 63, 131, 58, -19, -48, -34, 
-9, -14, -4, 12, -2, -9, 63, 131, 58, -14, -53, -34, 
-9, -4, 4, 7, -7, 0, 63, 131, 63, -19, -39, -39, 
-9, -4, 4, 7, -7, 0, 63, 131, 63, -24, -39, -39, 
-9, -4, 4, 7, -7, 0, 63, 131, 63, -29, -34, -39, 
-9, -4, 4, 7, -7, 0, 68, 131, 63, -24, -29, -39, 
-19, -4, 14, 12, -17, 4, 68, 141, 68, -14, -19, -29, 
-19, 0, 19, 9, -19, 9, 68, 141, 68, -19, -19, -29, 
-24, 0, 24, 12, -24, 12, 68, 146, 68, -19, -19, -29, 
-24, 0, 24, 12, -24, 12, 68, 146, 68, -19, -19, -29, 
-19, -9, 9, 14, -14, 0, 78, 136, 68, -24, -29, -43, 
-14, -9, 4, 12, -9, -2, 73, 136, 68, -24, -34, -43, 
-4, -9, -4, 7, 0, -7, 73, 136, 68, -24, -39, -39, 
